Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id
2026-07-21 11:18:05.331-07,29.98,16.74,21.97,24.57,0.540,36.53,48.73,0.0800,0.57,Boost All,3,legacy,info,,online,valid,f,d6a6465d-b323-4a44-9a3c-81a1f5f71490
2026-07-21 11:18:05.436-07,54.85,19.42,23.13,21.98,0.660,54.35,45.93,0.0700,2.02,Increase Chiller,0,legacy,info,,online,valid,f,bf99fac3-7cdd-4b6f-ba56-a98735f1724c
2026-07-21 11:18:05.542-07,31.93,17.92,24.38,24.74,0.450,22.76,54.25,0.0600,0.74,Reduce AHU,1,legacy,info,,online,valid,f,339a2ac4-42aa-45f8-90e5-12b2073e4e0e
2026-07-21 11:18:05.65-07,81.52,23.12,28.02,20.21,0.800,73.41,43.09,0.0900,3.79,Maintain,2,legacy,info,,online,valid,f,1e07e1c9-9c5d-4472-83c3-a540c7fcfda5
2026-07-21 11:18:05.756-07,74.14,21.50,25.34,21.85,0.750,65.04,46.53,0.1100,2.15,Eco Mode,4,legacy,info,,online,valid,f,bb776f40-e013-4383-8589-ab5a4a4740bf
2026-07-21 11:18:05.862-07,54.72,18.95,23.54,23.17,0.690,58.83,44.49,0.1000,0.83,Eco Mode,4,legacy,info,,online,valid,f,36168c75-e76a-43bc-8d0f-a09b331ec1b1
2026-07-21 11:18:05.967-07,100.00,24.07,27.92,24.18,0.990,90.62,52.41,0.1400,0.18,Reduce AHU,1,legacy,info,,online,valid,f,13c94aba-edb1-4e20-9f1c-f93bce8b0576
2026-07-21 11:18:06.075-07,44.71,18.53,23.06,31.15,0.690,50.01,57.91,0.0800,7.15,Boost All,3,legacy,info,,online,valid,t,61ce18b5-8ee7-4e14-9fc0-6802a374873b
2026-07-21 11:18:06.181-07,100.00,25.22,32.22,28.55,1.060,100.00,52.96,0.1500,4.55,Boost All,3,legacy,info,,online,valid,t,df7dd9d0-a7dd-43cd-b92b-a7e4f8eb1f9c
2026-07-21 11:18:06.288-07,57.31,19.72,22.48,20.62,0.570,49.04,36.34,0.0700,3.38,Maintain,2,legacy,info,,online,valid,f,2a203082-bb28-4446-8f56-2ca0ae02d6b5
2026-07-21 11:18:06.395-07,62.05,20.33,25.60,25.98,0.690,52.21,54.53,0.0700,1.98,Reduce AHU,1,legacy,info,,online,valid,f,326a82c6-53dc-4ec6-a54b-b6f633280ef1
2026-07-21 11:18:06.502-07,91.51,26.65,30.07,22.24,0.950,92.58,42.23,0.1100,1.76,Increase Chiller,0,legacy,info,,online,valid,f,3b6ec2f5-d0fd-42df-a4d6-ae930846b534
2026-07-21 11:18:06.608-07,70.57,23.19,28.80,24.03,0.760,62.60,51.56,0.1100,0.03,Boost All,3,legacy,info,,online,valid,f,21ba6133-e9da-43f4-ae67-2a4bc0c3642b
2026-07-21 11:18:06.71-07,38.86,19.34,24.67,22.46,0.640,48.66,49.77,0.0700,1.54,Eco Mode,4,legacy,info,,online,valid,f,b0753435-529f-428c-be9e-18323b13be46
2026-07-21 11:18:06.817-07,86.43,23.25,28.81,22.72,0.880,82.18,44.11,0.1200,1.28,Eco Mode,4,legacy,info,,online,valid,f,7a45e7ca-0c0c-40e5-9aa1-f0491d0eff07
2026-07-21 11:18:06.924-07,37.40,20.75,24.99,24.75,0.600,46.24,45.49,0.0500,0.75,Increase Chiller,0,legacy,info,,online,valid,f,c3d33f55-2061-472f-9047-3b91686838f3
2026-07-21 11:18:07.03-07,53.38,19.55,24.52,21.72,0.620,51.53,41.10,0.0700,2.28,Increase Chiller,0,legacy,info,,online,valid,f,99304b88-0ebd-476c-a9a1-f2b98ac91fbc
2026-07-21 11:18:07.138-07,87.65,23.66,28.62,28.27,0.920,79.37,57.14,0.1000,4.27,Boost All,3,legacy,info,,online,valid,f,064f4d32-380b-457f-85b3-8bf5eaf82312
2026-07-21 11:18:07.243-07,62.05,20.33,25.60,25.98,0.690,52.21,54.53,0.0700,1.98,Reduce AHU,1,legacy,info,,online,valid,f,f5ab8fe8-38d5-4419-9bf6-f00c30d423f2
2026-07-21 11:18:07.348-07,58.17,21.92,25.71,24.43,0.700,54.11,53.63,0.0700,0.43,Boost All,3,legacy,info,,online,valid,f,316f8faf-1022-43bb-bf9b-f3fbc73d662f
2026-07-21 11:18:07.456-07,74.14,23.20,29.41,27.74,0.910,79.77,53.80,0.0800,3.74,Boost All,3,legacy,info,,online,valid,f,495c0635-94dd-4b0c-a93d-c1f13314a87f
2026-07-21 11:18:07.561-07,47.90,19.24,22.61,26.31,0.560,39.75,48.99,0.0600,2.31,Eco Mode,4,legacy,info,,online,valid,f,a43f82e1-ca78-4752-8e93-0a98adb44e42
2026-07-21 11:18:07.668-07,36.50,16.81,19.32,26.87,0.480,27.40,51.96,0.0500,2.87,Increase Chiller,0,legacy,info,,online,valid,f,af89f4e9-21b9-490e-b71f-82101b11f220
2026-07-21 11:18:07.774-07,74.68,21.81,24.98,18.00,0.750,73.75,31.42,0.0800,6.00,Reduce AHU,1,legacy,info,,online,valid,f,39a1e843-bd33-4ff8-9e1f-06a576ee2ce3
2026-07-21 11:18:07.881-07,76.27,22.45,25.25,22.33,0.810,75.53,41.62,0.1100,1.67,Eco Mode,4,legacy,info,,online,valid,f,93783152-13d8-4dea-9b87-35710d406eaa
2026-07-21 11:18:07.987-07,100.00,24.47,29.34,23.36,1.050,100.00,50.46,0.1300,0.64,Increase Chiller,0,legacy,info,,online,valid,f,72e036c1-194e-436b-88c9-ea9319fc2245
2026-07-21 11:18:08.093-07,54.81,20.57,23.25,19.40,0.580,46.93,41.15,0.0800,4.60,Reduce AHU,1,legacy,info,,online,valid,f,fbbb8390-7c10-40ca-93d8-d2671adb1750
2026-07-21 11:18:08.197-07,63.88,22.41,28.64,27.45,0.780,63.46,54.13,0.1000,3.45,Maintain,2,legacy,info,,online,valid,f,cfff79b6-98b2-45a5-92f0-53ac16e4e142
2026-07-21 11:18:08.303-07,100.00,25.43,29.40,19.94,1.010,100.00,42.78,0.1500,4.06,Eco Mode,4,legacy,info,,online,valid,t,e9e6f054-28bc-4327-9f9b-3a2e36bef457
2026-07-21 11:18:08.408-07,92.37,24.69,27.74,25.19,0.930,86.15,47.26,0.1300,1.19,Maintain,2,legacy,info,,online,valid,f,c6e06768-2147-4656-a01f-cc9688db1730
2026-07-21 11:18:08.511-07,55.85,20.63,24.24,26.26,0.730,60.51,49.59,0.0600,2.26,Eco Mode,4,legacy,info,,online,valid,f,e5b5e01a-8f56-4e6e-967c-7c5afbcc8e34
2026-07-21 11:18:08.616-07,68.15,20.54,28.93,22.94,0.700,60.37,43.08,0.0800,1.06,Boost All,3,legacy,info,,online,valid,f,0626f884-4f8a-4b55-bbcc-3a28e1635a36
2026-07-21 11:18:08.727-07,57.47,21.29,28.76,28.22,0.720,54.52,56.92,0.0700,4.22,Boost All,3,legacy,info,,online,valid,f,f3137942-aede-469c-b6e6-118b0e88a42b
2026-07-21 11:18:08.83-07,100.00,25.75,26.83,20.12,0.940,91.31,41.68,0.1200,3.88,Reduce AHU,1,legacy,info,,online,valid,f,3ec2f30c-4b29-4a63-9879-41c766dc9661
2026-07-21 11:18:08.936-07,100.00,27.97,31.04,23.35,1.030,100.00,45.88,0.1300,0.65,Eco Mode,4,legacy,info,,online,valid,t,3a9ece7f-684e-4868-95a3-5a05afa47e5b
2026-07-21 11:18:09.041-07,91.51,26.65,30.07,22.24,0.950,92.58,42.23,0.1100,1.76,Increase Chiller,0,legacy,info,,online,valid,f,f656d270-63c2-468a-8154-bd1c62034a26
2026-07-21 11:18:09.148-07,62.10,20.36,24.25,22.18,0.710,61.75,43.29,0.0700,1.82,Boost All,3,legacy,info,,online,valid,f,b1929cf6-5b19-4a5f-a529-f325cbd9dff6
2026-07-21 11:18:09.255-07,46.17,18.41,26.25,23.35,0.610,44.42,51.57,0.0600,0.65,Increase Chiller,0,legacy,info,,online,valid,f,47e04978-126b-40de-9d1a-96d7455797bf
2026-07-21 11:18:09.361-07,78.84,22.21,27.69,21.55,0.830,74.94,45.41,0.1000,2.45,Eco Mode,4,legacy,info,,online,valid,f,ec114dd7-4780-495b-a49f-e31ac8032322
2026-07-21 11:18:09.465-07,74.14,23.20,29.41,27.74,0.910,79.77,53.80,0.0800,3.74,Boost All,3,legacy,info,,online,valid,f,eefc4865-0329-4162-8872-b387f9227b12
2026-07-21 11:18:09.571-07,65.39,20.49,27.34,18.70,0.710,61.88,42.13,0.0700,5.30,Maintain,2,legacy,info,,online,valid,f,68862b83-b074-48d8-8be7-d2c6a6d07a06
2026-07-21 11:18:09.675-07,53.22,20.98,26.43,19.88,0.700,60.78,43.43,0.1000,4.12,Eco Mode,4,legacy,info,,online,valid,f,b53f21dc-860a-4134-84ea-4ea94129b228
2026-07-21 11:18:09.78-07,77.86,20.36,25.25,23.10,0.760,68.39,43.37,0.0900,0.90,Eco Mode,4,legacy,info,,online,valid,f,14a96ad3-e442-4705-9123-b3ae5d1374e2
2026-07-21 11:18:09.885-07,55.38,21.03,26.22,20.43,0.740,64.55,45.51,0.1100,3.57,Eco Mode,4,legacy,info,,online,valid,f,d6d59597-9df5-4479-82f7-c8c576d33b44
2026-07-21 11:18:09.992-07,51.42,19.94,27.89,21.63,0.600,48.33,41.93,0.0500,2.37,Boost All,3,legacy,info,,online,valid,f,4f0d564c-6211-4ca6-9189-2241f7a2b559
2026-07-21 11:18:10.099-07,74.35,21.60,25.86,18.60,0.790,76.26,36.22,0.0800,5.40,Increase Chiller,0,legacy,info,,online,valid,f,1c90bcfa-d008-4465-bbf9-6587e06d0291
2026-07-21 11:18:10.206-07,72.72,22.71,25.38,28.51,0.900,80.18,52.46,0.1300,4.51,Increase Chiller,0,legacy,info,,online,valid,f,fb496514-01fe-417f-b50a-f08917aee950
2026-07-21 11:18:10.311-07,89.96,22.91,28.74,25.22,0.940,88.64,46.08,0.0800,1.22,Boost All,3,legacy,info,,online,valid,f,a09cc8b7-2bf3-4af1-bef3-1fd37517259e
2026-07-21 11:18:10.418-07,72.11,22.00,28.82,30.05,0.940,81.30,58.60,0.1000,6.05,Boost All,3,legacy,info,,online,valid,f,965869ff-2fd6-4ae5-9cab-427f9fdb64ee
2026-07-21 11:18:10.524-07,52.43,19.92,23.85,26.84,0.680,52.98,51.15,0.0900,2.84,Maintain,2,legacy,info,,online,valid,f,9935fea6-9a03-4c41-ac34-378516d0bfd5
2026-07-21 11:18:10.631-07,93.97,24.45,29.54,18.94,1.000,100.00,40.57,0.1300,5.06,Reduce AHU,1,legacy,info,,online,valid,f,40e94f01-9e84-4bd5-bdab-0205a629680a
2026-07-21 11:18:10.736-07,46.38,19.50,24.03,22.92,0.600,48.55,43.31,0.0500,1.08,Boost All,3,legacy,info,,online,valid,f,3a416474-73cd-42af-9300-31035e3e5156
2026-07-21 11:18:10.843-07,40.15,19.03,26.48,21.93,0.560,42.38,43.23,0.0600,2.07,Reduce AHU,1,legacy,info,,online,valid,f,e602a1af-7eb5-4f9c-bf15-0b7bee0a5ac6
2026-07-21 11:18:10.949-07,71.15,21.85,28.14,26.53,0.910,78.01,58.03,0.1100,2.53,Eco Mode,4,legacy,info,,online,valid,f,f702f308-0215-4475-a30d-fa1acd667a4c
2026-07-21 11:18:11.055-07,52.18,21.41,25.99,19.69,0.540,43.65,38.61,0.0600,4.31,Maintain,2,legacy,info,,online,valid,f,8f8cf71b-95c9-4ebc-8639-5138a7bb3518
2026-07-21 11:18:11.158-07,53.19,18.61,27.89,18.00,0.550,46.91,34.77,0.0500,6.00,Boost All,3,legacy,info,,online,valid,f,441e4d6b-73b1-40e9-8910-35834d36e85a
2026-07-21 11:18:11.265-07,80.45,24.48,32.66,30.46,1.010,86.31,64.49,0.1100,6.46,Reduce AHU,1,legacy,info,,online,valid,f,c68c517f-3ba7-48a4-b9ef-6637724a132e
2026-07-21 11:18:11.395-07,80.93,22.04,25.24,20.62,0.930,89.32,43.56,0.1100,3.38,Increase Chiller,0,legacy,info,,online,valid,f,f334364a-ec80-4032-bc9b-9ccabf7a1c2c
2026-07-21 11:18:11.502-07,51.64,19.99,23.31,21.59,0.680,56.83,44.42,0.0700,2.41,Increase Chiller,0,legacy,info,,online,valid,f,44afaef0-5903-44a8-ad6f-7de638e309dd
2026-07-21 11:18:11.607-07,76.82,22.21,26.21,26.51,0.830,72.04,50.58,0.1100,2.51,Reduce AHU,1,legacy,info,,online,valid,f,a2edd94b-5ed9-4401-917b-676c3cf85df9
2026-07-21 11:18:11.712-07,71.00,21.81,24.87,22.14,0.740,64.44,44.18,0.0900,1.86,Reduce AHU,1,legacy,info,,online,valid,f,eee07a32-ff26-45c6-bcc5-e7556d439ab9
2026-07-21 11:18:11.819-07,54.85,19.42,23.13,21.98,0.660,54.35,45.93,0.0700,2.02,Increase Chiller,0,legacy,info,,online,valid,f,2268000a-0dea-4876-8af7-50c9c8f0c9eb
2026-07-21 11:18:11.925-07,51.27,20.70,24.09,23.11,0.690,54.41,50.41,0.0600,0.89,Maintain,2,legacy,info,,online,valid,f,cd56ad14-0482-43d6-8e1b-2a7285dc03aa
2026-07-21 11:18:12.032-07,75.18,20.63,29.04,22.08,0.910,84.63,46.25,0.1100,1.92,Maintain,2,legacy,info,,online,valid,f,83068dc4-ecc5-48ad-91dc-3994071d2b12
2026-07-21 11:18:12.138-07,59.03,21.82,23.97,25.46,0.670,49.15,55.73,0.0900,1.46,Boost All,3,legacy,info,,online,valid,f,912fdd0a-a9ae-4e88-9e7a-561846f635ea
2026-07-21 11:18:12.243-07,65.98,21.18,26.41,26.09,0.780,67.63,48.13,0.0600,2.09,Boost All,3,legacy,info,,online,valid,f,a79e9fca-995f-4ac5-867d-ffe329f799f1
2026-07-21 11:18:12.349-07,100.00,24.35,27.67,21.55,0.940,93.05,38.52,0.0900,2.45,Boost All,3,legacy,info,,online,valid,f,76b04861-e733-4f3a-bdea-023f09411cad
2026-07-21 11:18:12.457-07,79.64,22.07,27.78,29.26,0.870,71.76,58.88,0.0800,5.26,Maintain,2,legacy,info,,online,valid,f,a4e5236a-9917-415b-9c60-7fae32f378ea
2026-07-21 11:18:12.563-07,74.15,21.52,27.94,27.38,0.910,78.62,55.66,0.1200,3.38,Increase Chiller,0,legacy,info,,online,valid,f,c26f235e-7686-4be6-bbd2-f04eb6c270d4
2026-07-21 11:18:12.67-07,64.72,21.78,24.80,29.23,0.790,60.77,60.02,0.0700,5.23,Boost All,3,legacy,info,,online,valid,f,2fa2a6d6-a5c7-4958-b338-6ac237909d8b
2026-07-21 11:18:12.774-07,91.28,24.51,32.05,23.34,1.000,93.20,50.24,0.1400,0.66,Increase Chiller,0,legacy,info,,online,valid,f,3afbb18e-8452-4c55-b5ac-4147dec3c9bb
2026-07-21 11:18:12.877-07,76.70,21.50,25.43,23.57,0.890,82.29,46.88,0.0700,0.43,Increase Chiller,0,legacy,info,,online,valid,f,8bdcd6bd-a7e1-473f-966a-4315a927a462
2026-07-21 11:18:12.984-07,26.19,16.68,22.51,24.02,0.500,33.94,46.16,0.0500,0.02,Boost All,3,legacy,info,,online,valid,f,28074039-121e-4245-95b1-08b6f6441d75
2026-07-21 11:18:13.091-07,28.88,18.70,23.39,27.94,0.520,26.70,60.31,0.0700,3.94,Reduce AHU,1,legacy,info,,online,valid,f,3d6ac4b8-f92b-43c1-b550-251fe46caba1
2026-07-21 11:18:13.199-07,73.98,22.68,28.32,22.57,0.810,71.65,48.13,0.0800,1.43,Maintain,2,legacy,info,,online,valid,f,77714838-decb-4eb2-9052-08d79b042dc7
2026-07-21 11:18:13.305-07,66.80,22.53,27.78,24.00,0.740,60.96,50.64,0.0900,0.00,Increase Chiller,0,legacy,info,,online,valid,f,9731844b-9b91-44d0-86f5-e78873b1c158
2026-07-21 11:18:13.41-07,67.23,20.19,24.63,24.40,0.770,67.75,46.03,0.0900,0.40,Maintain,2,legacy,info,,online,valid,f,66317a7f-0f70-4d8b-8a00-ae656f15cadb
2026-07-21 11:18:13.518-07,84.73,23.81,29.84,21.17,0.820,76.34,40.99,0.1100,2.83,Maintain,2,legacy,info,,online,valid,f,398d7b4e-a439-4a98-a005-279e68b2cf8b
2026-07-21 11:18:13.625-07,60.28,21.27,25.79,28.88,0.830,68.66,56.28,0.0700,4.88,Reduce AHU,1,legacy,info,,online,valid,f,4d64cb1e-7a95-4af2-ae76-d638fd04b0db
2026-07-21 11:18:13.73-07,18.26,17.47,21.26,25.86,0.410,20.00,50.58,0.0400,1.86,Maintain,2,legacy,info,,online,valid,f,0a12dc56-3d41-48ea-bd0b-8e5947b93d83
2026-07-21 11:18:13.838-07,65.61,22.16,24.62,26.27,0.730,56.52,54.95,0.1100,2.27,Eco Mode,4,legacy,info,,online,valid,f,4dc50b58-37f0-48f6-8e75-6c609b2da48d
2026-07-21 11:18:13.944-07,85.93,25.26,25.26,23.26,0.880,81.81,45.17,0.0900,0.74,Boost All,3,legacy,info,,online,valid,f,a308088a-3f2c-40f2-a281-fcaf0c208283
2026-07-21 11:18:14.052-07,100.00,23.99,30.44,21.09,1.030,100.00,45.99,0.1000,2.91,Eco Mode,4,legacy,info,,online,valid,f,9a9fa481-5e70-470f-a17b-aec989e343a9
2026-07-21 11:18:14.155-07,73.78,22.85,24.64,25.90,0.890,76.63,55.76,0.1000,1.90,Boost All,3,legacy,info,,online,valid,f,044d05ea-30c3-4327-8cfc-a272c6da9fec
2026-07-21 11:18:14.258-07,94.44,24.11,28.14,25.08,0.990,91.52,51.57,0.0800,1.08,Increase Chiller,0,legacy,info,,online,valid,f,70a8d93c-fbf5-43cd-8a22-8ac0bb0ea427
2026-07-21 11:18:14.365-07,57.98,21.98,25.56,22.78,0.740,65.19,44.46,0.0800,1.22,Eco Mode,4,legacy,info,,online,valid,f,3cd15d7d-8013-4d35-b682-a31ed9921735
2026-07-21 11:18:14.471-07,59.72,23.19,32.18,25.99,0.790,67.99,49.57,0.0700,1.99,Increase Chiller,0,legacy,info,,online,valid,f,dd53d00e-aaee-441f-b53a-ecece2754874
2026-07-21 11:18:14.576-07,72.50,22.16,28.16,24.63,0.890,78.14,52.57,0.0900,0.63,Increase Chiller,0,legacy,info,,online,valid,f,bef64a05-8de1-4e49-bce7-e6efd6dd79f4
2026-07-21 11:18:14.68-07,49.69,20.48,29.24,22.47,0.690,58.53,43.58,0.0800,1.53,Reduce AHU,1,legacy,info,,online,valid,f,07c5c70a-3227-42cd-ac4a-0da37d6e381d
2026-07-21 11:18:14.786-07,73.23,22.83,25.53,23.57,0.840,75.36,47.15,0.0900,0.43,Eco Mode,4,legacy,info,,online,valid,f,7b076b0e-8e70-458b-a216-6fffb6f99c96
2026-07-21 11:18:14.893-07,64.66,21.51,26.59,31.41,0.920,73.55,66.00,0.1300,7.41,Reduce AHU,1,legacy,info,,online,valid,t,8b73cb42-1ca0-4589-9b6d-9ef27516f9bf
2026-07-21 11:18:14.999-07,52.71,20.40,27.91,26.59,0.760,58.40,58.07,0.0700,2.59,Boost All,3,legacy,info,,online,valid,f,c596c6d7-e15a-4e7b-9dd7-6dac44a86b3a
