Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id,run_id
2026-07-29 11:22:01.977-07,58.51,19.69,20.74,23.16,0.630,53.09,41.49,0.0900,0.84,Eco Mode,4,normal,info,,online,valid,f,7158f5ac-be2e-4dc7-8130-64b0b8932232,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.032-07,98.25,24.54,29.70,23.52,1.040,100.00,47.38,0.1000,0.48,Maintain,2,normal,info,,online,valid,f,afcbaf3a-921f-4a6c-b937-c3a3421b4dca,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.088-07,61.69,21.44,26.71,22.33,0.710,57.50,49.43,0.0800,1.67,Boost All,3,normal,info,,online,valid,f,90045225-82fa-4873-bc47-0a0cda9bb813,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.143-07,54.35,20.49,25.90,18.00,0.610,56.00,32.20,0.0800,6.00,Boost All,3,normal,info,,online,valid,f,555edb80-a8a0-402d-bdaa-dc5a0dad23dd,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.199-07,18.82,17.03,24.02,29.45,0.460,20.00,59.74,0.0400,5.45,Maintain,2,normal,info,,online,valid,f,adf88e67-58f0-4e75-82eb-93be5e140198,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.254-07,66.73,22.65,28.54,26.78,0.750,62.32,49.90,0.0700,2.78,Increase Chiller,0,normal,info,,online,valid,f,e6075430-c5df-4342-992b-9f5d33cd667a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.308-07,64.05,19.06,20.61,26.80,0.840,69.39,57.59,0.0900,2.80,Reduce AHU,1,normal,info,,online,valid,f,a7f88f2f-94b8-45cd-95d4-29c144c03de8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.364-07,62.34,22.77,27.68,23.67,0.740,62.28,48.14,0.1100,0.33,Eco Mode,4,normal,info,,online,valid,f,6cdc198b-b9ef-4c3f-b1a6-1499132c5927,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.417-07,58.59,19.84,23.88,27.94,0.720,52.20,59.71,0.0600,3.94,Boost All,3,normal,info,,online,valid,f,4409b36f-1e33-4443-8b39-422aa8044f96,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.474-07,81.60,22.66,29.61,20.91,0.800,76.60,38.31,0.0800,3.09,Eco Mode,4,normal,info,,online,valid,f,a980880e-ff1e-4a53-a187-9276be676ca4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.531-07,76.62,21.78,25.16,25.01,0.790,68.22,49.07,0.0800,1.01,Maintain,2,normal,info,,online,valid,f,b75a1ac6-24f3-4f85-be05-90e18982650b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.586-07,14.53,15.97,19.50,21.06,0.350,20.00,37.53,0.0300,2.94,Increase Chiller,0,normal,info,,online,valid,f,82ec5d6a-a12d-4256-be82-8076120a77d8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.639-07,34.34,19.69,25.78,26.93,0.500,31.66,49.35,0.0600,2.93,Maintain,2,normal,info,,online,valid,f,60158af2-2f10-4f4a-bcb9-c65da8a7a1d6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.693-07,36.00,19.22,27.01,26.76,0.630,42.30,57.47,0.0800,2.76,Reduce AHU,1,normal,info,,online,valid,f,c01647b9-92dc-4680-b1f5-6fb5ed6f247d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.751-07,60.68,19.70,25.13,34.26,0.740,51.23,65.41,0.0800,10.26,Increase Chiller,0,outlier,warning,,online,valid,t,0e2cb53a-5109-4932-9447-7cb27799d930,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.807-07,60.93,22.52,26.43,26.11,0.680,55.23,48.45,0.0700,2.11,Eco Mode,4,normal,info,,online,valid,f,eb14ec93-b85e-4816-af6a-980fd9111baa,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.864-07,87.92,24.29,31.05,23.88,1.020,97.16,48.01,0.1300,0.12,Maintain,2,normal,info,,online,valid,f,2bd6ca1f-f376-4768-a2bd-6cdd5840d476,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.921-07,57.97,19.95,21.62,24.87,0.720,59.44,49.60,0.0600,0.87,Increase Chiller,0,normal,info,,online,valid,f,b3db6f75-9c18-473c-a8e5-cf83727b9866,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:02.975-07,97.50,26.04,31.43,24.05,0.910,96.34,64.44,0.0900,0.05,Boost All,3,workload_spike,warning,,online,valid,t,47fcc24a-28dd-4a0d-911d-5894b3db32ba,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.028-07,78.31,24.20,28.84,22.97,0.880,81.58,46.01,0.0800,1.03,Maintain,2,normal,info,,online,valid,f,f2a56144-4c23-4686-b278-c5d9937362a7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.084-07,77.13,23.27,27.34,24.75,0.820,73.90,45.27,0.0900,0.75,Increase Chiller,0,normal,info,,online,valid,f,c668c1f0-38cf-4411-9ce6-7b5b636c5f20,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.141-07,70.51,22.75,25.43,26.51,0.780,64.55,53.08,0.0700,2.51,Boost All,3,normal,info,,online,valid,f,a1028392-8c0d-4d69-8f69-3b0d82561cdb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.192-07,51.94,19.23,22.30,28.53,0.700,51.23,58.96,0.0700,4.53,Eco Mode,4,normal,info,,online,valid,f,9bad2f4f-c94e-42d4-aced-5fa6b91a97dc,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.248-07,96.32,24.75,31.75,27.99,0.960,88.21,51.30,0.0800,3.99,Boost All,3,normal,info,,online,valid,f,173d919c-c57f-436e-a959-d16a4e842351,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.304-07,35.31,17.27,20.46,26.54,0.490,30.05,49.38,0.0600,2.54,Increase Chiller,0,normal,info,,online,valid,f,3385027a-8e4b-4131-b2e5-57cbd385a2fc,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.359-07,23.76,16.67,20.30,21.63,0.380,20.00,43.50,0.0300,2.37,Boost All,3,normal,info,,online,valid,f,0b0fad9e-909e-4c1c-9b18-2e83076e8349,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.416-07,84.69,24.86,30.88,24.38,0.940,84.96,51.17,0.1000,0.38,Maintain,2,normal,info,,online,valid,f,bd76bad0-4f56-43f4-9a7d-c309ea6cb78c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.472-07,67.32,20.86,28.03,18.80,0.750,72.23,35.01,0.0600,5.20,Boost All,3,normal,info,,online,valid,f,467378d8-8117-46e1-80bd-21d0e11dde1b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.528-07,71.08,23.85,31.07,22.30,0.730,65.12,42.28,0.0700,1.70,Reduce AHU,1,normal,info,,online,valid,f,a870565c-4329-40f7-b75f-02d7affaf14c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.585-07,64.58,20.87,28.75,24.99,0.780,63.70,53.78,0.0700,0.99,Boost All,3,normal,info,,online,valid,f,7debaf8a-58ff-4451-91c7-1665fadd410c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.641-07,73.71,21.49,27.65,25.52,0.860,77.40,47.72,0.0900,1.52,Increase Chiller,0,normal,info,,online,valid,f,e12bd4ed-d942-4dcd-b5e0-745aa3071a79,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.696-07,41.73,18.49,23.25,24.65,0.650,47.86,52.96,0.0900,0.65,Increase Chiller,0,normal,info,,online,valid,f,73139abb-4368-4f9c-9384-b4b6606d9d35,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.752-07,85.31,23.20,27.54,24.66,0.880,76.97,52.18,0.0900,0.66,Boost All,3,normal,info,,online,valid,f,f083ffab-73f7-494b-97eb-669a001d52b9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.808-07,100.00,24.11,29.04,24.43,1.000,96.11,46.37,0.1300,0.43,Maintain,2,normal,info,,online,valid,f,17234684-394d-4eb2-ac94-babb53f3b910,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.864-07,82.62,30.08,39.03,22.54,0.400,19.01,30.14,0.0500,1.46,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,8779b14e-f811-42c0-aa59-6bb9b44d226e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.92-07,87.65,23.66,28.62,28.27,0.920,79.37,57.14,0.1000,4.27,Boost All,3,normal,info,,online,valid,f,048d231b-9176-4cb5-b20a-ebaa3f77ee32,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:03.977-07,55.01,20.20,24.29,26.38,0.640,48.20,51.46,0.0500,2.38,Eco Mode,4,normal,info,,online,valid,f,4450fbb4-9de5-4e44-8383-ed3162c29959,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.034-07,49.52,19.06,25.19,18.00,0.560,47.76,36.08,0.0500,6.00,Increase Chiller,0,normal,info,,online,valid,f,6ce38e41-1058-4dcd-816b-450d8b896fe4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.091-07,58.67,19.92,23.38,26.55,0.720,58.76,49.21,0.0600,2.55,Boost All,3,normal,info,,online,valid,f,f2e92bff-0800-4dd9-9bb8-3cb2748522c3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.147-07,88.89,25.74,35.26,27.68,1.050,94.29,59.40,0.0900,3.68,Reduce AHU,1,outlier,warning,,online,valid,t,70beaf0a-5a65-4f3e-a823-fe354ebad597,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.205-07,60.67,19.75,23.67,24.87,0.660,53.82,45.16,0.0700,0.87,Increase Chiller,0,normal,info,,online,valid,f,09bab942-2ca5-439f-9bb9-bfebaa79b327,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.257-07,85.48,22.26,26.58,24.05,0.970,89.06,51.74,0.0900,0.05,Reduce AHU,1,normal,info,,online,valid,f,3f330f45-7c32-4316-9e40-a002f19b349e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.316-07,80.15,23.12,26.85,24.26,0.850,73.16,53.42,0.0900,0.26,Reduce AHU,1,normal,info,,online,valid,f,94226262-5da5-4feb-a337-d8b7a075d065,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.372-07,29.40,16.79,24.05,26.14,0.500,30.68,51.79,0.0500,2.14,Maintain,2,normal,info,,online,valid,f,8145561e-f876-4f87-a234-bdeb8c3ce985,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.424-07,75.33,22.99,23.43,28.07,0.940,81.99,56.67,0.1200,4.07,Increase Chiller,0,normal,info,,online,valid,f,55b847a4-9d86-4c68-989e-ef04219515f0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.48-07,72.38,24.09,27.18,22.78,0.770,66.48,47.97,0.0900,1.22,Increase Chiller,0,normal,info,,online,valid,f,1decaa7f-1828-48b2-9bd8-9e1ac6396caf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.536-07,60.76,21.56,25.64,22.68,0.740,62.58,47.94,0.0800,1.32,Maintain,2,normal,info,,online,valid,f,3a8ea7c1-718e-45dd-b750-29fa1093c63a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.59-07,85.31,23.20,27.54,24.66,0.880,76.97,52.18,0.0900,0.66,Boost All,3,normal,info,,online,valid,f,bc9c521b-9802-4b87-a229-e8b809405d39,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.647-07,61.86,21.49,29.75,22.37,0.670,55.29,44.82,0.0800,1.63,Boost All,3,normal,info,,online,valid,f,d5d9d9bd-bca3-4961-bfc2-20a28361c2da,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.7-07,88.56,24.41,30.63,25.47,0.950,89.65,46.22,0.1300,1.47,Boost All,3,normal,info,,online,valid,f,de47bab2-2f85-43cb-8f41-b366ff8a785f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.756-07,80.22,22.55,27.62,25.86,0.940,85.30,51.72,0.0800,1.86,Increase Chiller,0,normal,info,,online,valid,f,1f29a765-d603-4200-940d-e500aba7e875,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.812-07,98.15,26.29,34.18,19.89,0.970,99.14,35.57,0.0900,4.11,Reduce AHU,1,normal,info,,online,valid,f,66838dc5-a8b1-43ce-91ce-85e5f2db10d2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.868-07,85.37,23.93,26.43,25.16,0.980,89.32,52.58,0.1200,1.16,Increase Chiller,0,normal,info,,online,valid,f,59663e6a-9e6d-47c8-be63-4763cf60936f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.923-07,63.70,20.87,24.30,21.25,0.770,66.55,46.52,0.0800,2.75,Eco Mode,4,normal,info,,online,valid,f,3f278322-359d-413c-bfbc-5423827fce7a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:04.98-07,41.36,18.93,24.90,20.21,0.620,50.11,44.28,0.0800,3.79,Eco Mode,4,normal,info,,online,valid,f,7dbf3e34-c249-48ca-8001-0d6158cea032,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.037-07,65.49,21.79,26.39,25.46,0.830,71.75,51.67,0.1200,1.46,Reduce AHU,1,normal,info,,online,valid,f,f59b9cae-e20c-4cb5-9ad3-f7ddbcb0396d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.089-07,100.00,25.69,30.00,18.82,0.910,92.78,34.17,0.1300,5.18,Maintain,2,normal,info,,online,valid,f,baea0c5f-decf-4499-bd17-cb4598f84663,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.142-07,97.24,26.36,32.33,18.00,1.060,99.02,65.55,0.1100,6.00,Boost All,3,workload_spike,warning,,online,valid,t,00b66fc0-bdb0-41c6-a606-c4814a892227,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.2-07,93.36,23.66,30.39,19.77,1.000,100.00,39.24,0.1500,4.23,Increase Chiller,0,outlier,warning,,online,valid,t,f6aff30a-eb1f-4be3-8811-0dfd8c710fdc,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.254-07,93.70,23.05,27.84,20.34,0.900,87.17,40.87,0.1200,3.66,Reduce AHU,1,normal,info,,online,valid,f,ef26c617-9b95-40f5-965d-e083496bde4a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.308-07,47.66,19.55,24.36,20.30,0.650,55.75,40.82,0.0500,3.70,Maintain,2,normal,info,,online,valid,f,63160437-a0b1-4572-84e4-17d37fc00668,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.366-07,50.41,20.29,27.54,31.79,0.770,54.32,67.16,0.0900,7.79,Maintain,2,outlier,warning,,online,valid,t,01b0eea8-f5c2-4636-b29b-73581e765931,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.423-07,55.53,21.50,26.09,22.39,0.710,58.20,47.96,0.0900,1.61,Maintain,2,normal,info,,online,valid,f,3b996aca-91fe-4bb8-ba88-ba6253334131,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.476-07,52.56,19.39,27.39,19.58,0.590,47.05,42.89,0.0500,4.42,Reduce AHU,1,normal,info,,online,valid,f,b14294ad-047b-4491-8bf9-b7508f230088,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.532-07,71.11,22.07,27.55,26.06,0.740,61.30,50.17,0.0700,2.06,Reduce AHU,1,normal,info,,online,valid,f,5d5a942d-3caf-48cd-aa77-9ecd19a5656f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.589-07,34.41,16.87,18.63,24.01,0.590,43.67,47.27,0.0800,0.01,Maintain,2,normal,info,,online,valid,f,b0ccabf1-0ce6-4141-82da-150c6af8f874,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.643-07,69.33,99.99,24.99,21.92,0.870,77.97,48.58,0.1100,2.08,Maintain,2,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,bb8c22f3-6aa1-422f-8c63-1289d4db58f3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.7-07,34.24,19.94,23.57,28.67,0.550,34.70,53.85,0.0700,4.67,Reduce AHU,1,normal,info,,online,valid,f,f0e77c9e-ebe5-47b1-aec6-82ebb4abafe0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.757-07,72.40,23.53,29.02,20.72,0.760,67.61,42.95,0.1000,3.28,Eco Mode,4,normal,info,,online,valid,f,7cff00d5-1062-4e9b-aee9-f6d970721cda,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.811-07,87.97,22.98,31.74,25.86,1.010,94.14,50.59,0.1200,1.86,Reduce AHU,1,normal,info,,online,valid,f,dccb727e-c79c-4f9b-99f0-b995072a1c7a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.863-07,25.48,15.87,18.27,23.52,0.500,33.80,45.96,0.0500,0.48,Eco Mode,4,outlier,warning,,online,valid,t,62de3115-912d-458f-a892-64fe04904929,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.916-07,100.00,25.08,32.35,22.40,0.970,94.33,43.72,0.1300,1.60,Eco Mode,4,normal,info,,online,valid,f,b37e6879-89ae-4fe7-93ad-cf905f6ba03f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:05.971-07,50.63,19.63,24.43,26.62,0.640,45.67,55.23,0.0700,2.62,Eco Mode,4,normal,info,,online,valid,f,fc1aa331-4b79-4b03-9322-7d4eb68113b4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.025-07,97.11,26.60,32.83,24.33,1.090,85.74,61.30,0.1100,0.33,Boost All,3,workload_spike,warning,,online,valid,t,df69a3dc-fa24-4806-84ab-27efbe9cf477,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.079-07,64.02,22.06,27.01,30.25,0.760,54.30,64.73,0.0900,6.25,Increase Chiller,0,normal,info,,online,valid,f,90dee83c-8433-428e-959e-dd62ae09a869,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.135-07,53.71,20.91,26.29,26.17,0.750,58.99,56.33,0.0700,2.17,Increase Chiller,0,normal,info,,online,valid,f,89d66b76-5d91-4ae4-81b0-39c3cbb9f04b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.19-07,100.00,25.37,30.79,22.55,1.000,100.00,40.54,0.1100,1.45,Reduce AHU,1,normal,info,,online,valid,f,3801075e-383d-4c3a-9a8e-7e3274073ebf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.243-07,55.08,20.32,25.77,25.38,0.770,63.26,52.60,0.0700,1.38,Maintain,2,normal,info,,online,valid,f,01b064a5-23e4-424a-b2e7-647465dc6e96,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.301-07,10.83,15.36,20.30,22.50,0.380,20.00,44.65,0.0500,1.50,Increase Chiller,0,outlier,warning,,online,valid,t,2155a15a-7845-4e68-85af-185462ef9501,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.356-07,64.62,22.74,25.77,25.61,0.740,61.01,51.01,0.1000,1.61,Boost All,3,normal,info,,online,valid,f,4d1b8372-084d-4e42-b209-d004212ef7fe,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.413-07,65.24,20.96,26.92,25.74,0.830,74.90,47.00,0.1100,1.74,Reduce AHU,1,normal,info,,online,valid,f,c0a95521-7542-4beb-9fc1-9533c5d2073f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.467-07,18.26,17.47,21.26,25.86,0.410,20.00,50.58,0.0400,1.86,Maintain,2,normal,info,,online,valid,f,1cba331f-6c43-41b1-88fb-fac304cda986,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.523-07,72.90,21.77,25.85,22.54,0.800,71.09,46.61,0.0600,1.46,Boost All,3,normal,info,,online,valid,f,9ddf02c5-1db9-41a5-8db0-a3521c570995,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.575-07,96.64,25.98,30.60,20.90,0.940,86.27,64.83,0.0900,3.10,Boost All,3,workload_spike,warning,,online,valid,t,2e47846b-b635-4505-82b7-7d01696210b7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.628-07,57.36,22.02,23.51,19.10,0.740,66.74,42.02,0.0800,4.90,Increase Chiller,0,normal,info,,online,valid,f,d98080ac-c5b6-445e-b1b7-af1240b2769a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.682-07,100.00,25.56,33.93,26.52,1.050,100.00,49.77,0.1000,2.52,Maintain,2,normal,info,,online,valid,f,c9d3ac94-7f81-4f7e-9829-430c4da17bad,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.738-07,44.59,18.44,23.49,26.23,0.570,40.32,48.59,0.0500,2.23,Increase Chiller,0,normal,info,,online,valid,f,d44a712e-5f8b-49d2-b6da-28469725c28f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.79-07,48.84,19.84,23.65,21.05,0.540,43.60,38.93,0.0800,2.95,Reduce AHU,1,normal,info,,online,valid,f,5439c6c2-9ff7-4b12-b530-0bbc075081be,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.842-07,99.63,27.12,33.09,22.44,1.080,92.57,65.85,0.1100,1.56,Boost All,3,workload_spike,warning,,online,valid,t,f5cef27e-31bb-45a1-bb41-4cc814b222f6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.898-07,68.64,22.79,26.11,26.56,0.830,67.49,57.74,0.1200,2.56,Reduce AHU,1,normal,info,,online,valid,f,6a0e609c-e060-4614-9dab-a62f831db9b5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:06.955-07,67.58,22.97,28.43,29.57,0.860,67.48,63.21,0.0800,5.57,Increase Chiller,0,normal,info,,online,valid,f,5e2130bd-383c-49eb-b51f-c02a0e269d18,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.009-07,40.15,19.03,26.48,21.93,0.560,42.38,43.23,0.0600,2.07,Reduce AHU,1,normal,info,,online,valid,f,851e30b7-0fe1-434b-a1d7-53c0ab57a43d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.066-07,61.51,21.35,23.74,27.79,0.790,64.83,54.95,0.0900,3.79,Maintain,2,normal,info,,online,valid,f,30636209-9657-496c-b476-fc5c711f97cb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.123-07,62.55,21.34,27.52,25.89,0.700,57.02,48.68,0.0800,1.89,Increase Chiller,0,normal,info,,online,valid,f,ab3d32d1-476f-4bbb-a027-0728ddb96652,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.18-07,96.40,25.58,26.24,24.63,1.010,95.28,48.68,0.1000,0.63,Maintain,2,normal,info,,online,valid,f,a4c935b6-2a56-43a8-8faf-9661fd6eb5ab,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.236-07,56.48,20.65,25.67,28.43,0.680,48.18,58.02,0.0700,4.43,Boost All,3,normal,info,,online,valid,f,cdab90f2-53db-4ccf-8f42-de10082c255c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.289-07,100.00,26.13,30.43,27.81,1.070,98.69,55.53,0.1200,3.81,Eco Mode,4,normal,info,,online,valid,f,70e51f28-a129-46a8-af06-1a89c1b3205d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.345-07,89.68,24.19,29.60,25.79,1.060,97.70,55.68,0.1500,1.79,Reduce AHU,1,outlier,warning,,online,valid,t,12dcf15b-22dc-41ac-8d9a-3b3eb52d0ca0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.398-07,74.92,22.85,29.40,25.08,0.830,74.09,48.15,0.0800,1.08,Increase Chiller,0,normal,info,,online,valid,f,cf581320-cea2-45a1-967a-11edaf717d0e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.453-07,48.83,20.61,27.60,26.95,0.710,57.89,50.33,0.0900,2.95,Eco Mode,4,normal,info,,online,valid,f,0e39a90b-4eb1-4cec-9678-e2f4fb84457a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.507-07,49.64,21.43,22.43,29.03,0.640,44.79,55.40,0.0900,5.03,Reduce AHU,1,normal,info,,online,valid,f,b0177bb1-41cc-4332-9360-de3ac4c9f10a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.56-07,53.22,20.98,26.43,19.88,0.700,60.78,43.43,0.1000,4.12,Eco Mode,4,normal,info,,online,valid,f,2b11e87f-9c71-485a-83b1-7c378ea37d74,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:07.624-07,63.70,21.12,26.04,23.31,0.810,72.36,45.85,0.0900,0.69,Boost All,3,normal,info,,online,valid,f,47ad4fed-ae20-4f61-b634-8e82fbc6ccd8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
